ID,ride_time,ride_lat,ride_lon,alight_lat,alight_lon,dispatch_time,type
59,13,37.42948284,127.1303561,37.45064669,127.17369184,0,0
60,14,37.4405098,127.1275177,37.45947266,127.16894531,0,0
61,21,37.43202343,127.12925066,37.44793521,127.14052339,0,0
62,23,37.44360189,127.12692225,37.44350099,127.14269142,0,0
63,16,37.43330383,127.13090515,37.43333054,127.16149902,0,0
64,18,37.45843506,127.16439056,37.44112778,127.16996765,0,0
65,17,37.44200897,127.14340973,37.39056015,127.11459351,0,0
66,18,37.3851738,127.12255096,37.44215393,127.14897156,0,0
67,15,37.44607505,127.12938261,37.45732898,127.15484086,0,0
68,23,37.36631922,127.10808809,37.36197326,127.12252401,0,0
69,22,37.43049622,127.12944031,37.45716858,127.16366577,0,0
70,25,37.38412142,127.12421727,37.3719799,127.13651514,0,0
71,23,37.4336853,127.13371277,37.44327927,127.15123749,0,0
72,25,37.44094467,127.14398193,37.44749451,127.13906097,0,0
73,19,37.36626717,127.10808809,37.36347307,127.12195924,0,0
74,17,37.32447815,127.09626007,37.43100739,127.10097504,0,0
75,21,37.43315753,127.13081688,37.45865199,127.15586917,0,0
76,23,37.43862718,127.12782966,37.43667753,127.16143584,0,0
77,13,37.51935388,127.02313652,37.37630582,127.11940742,0,0
78,26,37.43558121,127.13945007,37.41239166,127.13804626,0,0
79,29,37.44352849,127.14267804,37.42975426,127.15174518,0,0
80,16,37.40058476,127.13808078,37.37210305,127.16087988,0,0
81,23,37.43161529,127.13067148,37.43150798,127.20794323,0,0
82,30,37.45444107,127.16100311,37.44293213,127.15557861,0,0
83,23,37.36606979,127.11490631,37.41387177,127.1539917,0,0
84,31,37.45445633,127.16104889,37.45638275,127.17115784,0,0
85,27,37.43652344,127.16588593,37.43996048,127.12831116,0,0
86,24,37.44037405,127.16477474,37.45961743,127.15825165,0,0
87,29,37.43379211,127.13095856,37.45798874,127.16440582,0,0
88,18,37.41230392,127.12955475,37.4104805,127.26676178,0,0
89,30,37.38834763,127.12449646,37.41572571,127.13399506,0,0
90,24,37.35057831,127.11026001,37.43907166,127.12805176,0,0
91,25,37.44021988,127.12754059,37.38915634,127.13806915,0,0
92,26,37.38968974,127.139509,37.40499507,127.12016083,0,0
93,29,37.4151535,127.15509033,37.43135452,127.12556458,0,0
94,16,37.39748001,127.11239624,37.40667343,127.25088501,0,0
95,27,37.44494181,127.17935407,37.43148447,127.13127812,0,0
96,24,37.46092606,127.16702271,37.48807526,127.13079071,0,0
97,27,37.43309063,127.13049268,37.44153615,127.17851648,0,0
98,33,37.43305462,127.13031819,37.44203997,127.15042395,0,0
99,29,37.44796974,127.12783321,37.43302728,127.16418491,0,0
100,35,37.44228363,127.15403748,37.44702148,127.15937805,0,0
101,29,37.45142952,127.14003076,37.43994454,127.12850779,0,0
102,33,37.44283676,127.13579559,37.42905426,127.14458466,0,0
103,37,37.46095657,127.16706848,37.45433044,127.16500854,0,0
104,38,37.44002986,127.13218153,37.44096922,127.14389589,0,0
105,38,37.43701172,127.1267395,37.44894409,127.12686157,0,0
106,22,37.44534683,127.1619339,37.3453064,126.98882294,0,0
107,32,37.36595154,127.10829163,37.4408493,127.14398193,0,0
108,34,37.32527686,127.09669629,37.35005092,127.10604153,0,0
109,12,37.41929912,127.13723659,37.48885115,126.98327728,0,0
110,13,37.35924401,127.11802853,37.20934617,127.03521366,0,0
111,33,37.48445511,127.10392761,37.43289566,127.12887573,0,0
112,34,37.44193649,127.13526917,37.41289139,127.14264679,0,0
113,33,37.3932991,127.11297607,37.3512764,127.10683441,0,0
114,26,37.3620221,127.1071249,37.39068599,127.09838492,0,0
115,37,37.44012833,127.13217163,37.45284653,127.16848755,0,0
116,30,37.33857727,127.11161804,37.39084625,127.08403778,0,0
117,36,37.4425354,127.15451813,37.43375778,127.13387299,0,0
118,27,37.5060748,127.00270835,37.38207964,127.11700202,0,0
119,42,37.43874838,127.14288399,37.43161477,127.12903181,0,0
120,43,37.43212306,127.12923648,37.44231505,127.13112336,0,0
121,30,37.43161337,127.13064407,37.40144572,127.27202168,0,0
122,22,37.43226242,127.1292572,37.25218582,127.07358551,0,0
123,41,37.45440957,127.16115473,37.43846575,127.16593389,0,0
124,42,37.44504166,127.15906525,37.43819046,127.16008759,0,0
125,33,37.43216705,127.12898254,37.35377502,127.1422348,0,0
126,30,37.39163775,127.11332882,37.3205074,127.1089748,0,0
127,37,37.43234444,127.12893756,37.37660353,127.13935977,0,0
128,42,37.43599701,127.1388855,37.44565582,127.13276672,0,0
129,28,37.42949933,127.13031058,37.33168025,127.15955282,0,0
130,41,37.43870544,127.16579437,37.44400024,127.14251709,0,0
131,48,37.4461427,127.13440995,37.44833698,127.14187571,0,0
132,38,37.35049549,127.10901344,37.44820455,127.14142931,0,0
133,46,37.39970016,127.12533569,37.38436508,127.12876129,0,0
134,43,37.39182281,127.11119843,37.39206696,127.06127167,0,0
135,28,37.46601868,127.12612915,37.38689804,127.28765106,0,0
136,44,37.44727273,127.13792196,37.43369329,127.13082166,0,0
137,25,37.5135062,127.10814067,37.43246783,127.15756837,0,0
138,18,37.43569946,127.13813782,37.73933029,127.03783417,0,0
139,35,37.43897722,127.16562299,37.43265837,127.16572625,0,0
140,50,37.44206238,127.14341736,37.43381119,127.13078308,0,0
141,44,37.47133255,127.13409424,37.45924377,127.15835571,0,0
142,49,37.43659476,127.15838913,37.42933718,127.14861894,0,0
143,45,37.43388367,127.12911224,37.45056534,127.15097046,0,0
144,42,37.43165568,127.13124623,37.3998435,127.1148873,0,0
145,46,37.44107124,127.13169688,37.40650041,127.14287979,0,0
146,39,37.38694367,127.12586503,37.43204184,126.99875313,0,0
147,38,37.43716431,127.15908051,37.47330856,127.14533997,0,0
148,40,37.39187994,127.11441021,37.31914955,127.08378198,0,0
149,50,37.43221576,127.12922328,37.439166,127.14699814,0,0
150,26,37.44894318,127.1457333,37.24387195,127.10791787,0,0
151,46,37.41227722,127.1283493,37.36584473,127.12843323,0,0
152,40,37.44364166,127.14057922,37.43722153,127.21343231,0,0
153,34,37.49481201,127.0397644,37.35228348,127.11127472,0,0
154,51,37.44194289,127.13526998,37.44235142,127.1518222,0,0
155,44,37.41222864,127.1295236,37.41452692,127.15384134,0,0
156,45,37.44020771,127.13209718,37.37192812,127.11392841,0,0
157,54,37.35063934,127.11087799,37.35129929,127.10691833,0,0
158,29,37.43934729,127.12823282,37.2888879,127.01043755,0,0
159,51,37.44522095,127.16159821,37.44242477,127.13760376,0,0
160,48,37.36881638,127.10614777,37.32045746,127.11029053,0,0
161,48,37.43273163,127.13157654,37.43481827,127.16041565,0,0
162,39,37.41286087,127.13048553,37.34449387,127.1781311,0,0
163,53,37.4328689,127.16414924,37.43005425,127.12947912,0,0
164,57,37.43504239,127.13912357,37.43384613,127.13432021,0,0
165,55,37.44293976,127.13887787,37.44272232,127.14918518,0,0
166,44,37.41284561,127.13056946,37.35771179,127.31121063,0,0
167,31,37.39795146,127.11111023,37.3014911,127.07264747,0,0
168,59,37.44095612,127.14789581,37.45778275,127.16421509,0,0
169,54,37.44312941,127.13926162,37.46333388,127.12864605,0,0
170,57,37.44090271,127.14682007,37.44744873,127.14091492,0,0
171,39,37.39667511,127.1121521,37.51256561,127.12182617,0,0
172,57,37.42875806,127.13759722,37.41468289,127.15509998,0,0
173,32,37.39254761,127.07874298,37.4814682,126.90874481,0,0
174,52,37.43368344,127.13349138,37.45007931,127.14179294,0,0
175,59,37.43234301,127.12893773,37.44184002,127.14983197,0,0
176,57,37.43204117,127.12911987,37.43673325,127.14919281,0,0
177,50,37.39687729,127.11203003,37.4294548,127.12978363,0,0
178,55,37.38997903,127.11681612,37.36633899,127.14213969,0,0
179,56,37.4396019,127.17259979,37.45438766,127.16030121,0,0
180,52,37.44846725,127.1266098,37.41369629,127.15384674,0,0
181,62,37.43688583,127.15886688,37.44509125,127.16162109,0,0
182,55,37.41535568,127.11489868,37.44776535,127.14408875,0,0
183,60,37.42922052,127.13093204,37.43692158,127.1474489,0,0
184,56,37.37723115,127.1134612,37.44083895,127.14704048,0,0
185,61,37.43212024,127.12923688,37.44019812,127.14093145,0,0
186,50,37.4104711,127.25794362,37.44448336,127.16957178,0,0
187,22,37.39623148,127.11125754,37.59739556,126.71488873,0,0
188,60,37.34192457,127.10189989,37.37857739,127.11361619,0,0
189,63,37.44090271,127.14696503,37.43343735,127.13265228,0,0
190,47,37.37722257,127.11344915,37.43246489,127.12991676,0,0
191,62,37.3748436,127.11524963,37.33802032,127.10923767,0,0
192,63,37.43143696,127.12933253,37.41424613,127.1505479,0,0
193,65,37.45476202,127.12741403,37.44419984,127.12781989,0,0
194,47,37.43123245,127.12909698,37.2922554,127.15190125,0,0
195,66,37.4482193,127.15817261,37.4407959,127.13919067,0,0
196,52,37.43468593,127.13844203,37.36188449,127.15418791,0,0
197,67,37.42898195,127.13340886,37.44301729,127.15565267,0,0
198,67,37.4357764,127.14044552,37.44498639,127.13803197,0,0
199,66,37.41431427,127.15045929,37.44086838,127.14685059,0,0
200,54,37.45409775,127.16081238,37.44500732,127.18041229,0,0
201,49,37.39828873,127.09609222,37.52381134,127.04471588,0,0
202,69,37.43961547,127.15919927,37.44498526,127.14411136,0,0
203,66,37.44792938,127.13568115,37.46673584,127.12705231,0,0
204,64,37.33587646,127.10983276,37.31274796,127.08866119,0,0
205,62,37.38532257,127.12084198,37.32161713,127.11017609,0,0
206,65,37.45077133,127.16536713,37.44490433,127.12998962,0,0
207,62,37.38586805,127.12547873,37.35516147,127.14576619,0,0
208,67,37.43199158,127.12914276,37.44589615,127.16487122,0,0
209,68,37.43369042,127.13352666,37.44618961,127.16445121,0,0
210,59,37.34571838,127.17575073,37.44036484,127.13699341,0,0
211,58,37.33470113,127.09727744,37.45037623,127.13651122,0,0
212,59,37.44190216,127.13532257,37.37480545,127.14518738,0,0
213,54,37.41133805,127.1304643,37.29892259,127.06965115,0,0
214,73,37.44002914,127.12916565,37.44405746,127.13600159,0,0
215,47,37.43350684,127.13260004,37.25187696,127.01785249,0,0
216,70,37.43362445,127.13319319,37.44958164,127.13382616,0,0
217,72,37.44187164,127.13635254,37.45762253,127.16982269,0,0
218,57,37.43324661,127.13098907,37.38103485,127.25614166,0,0
219,68,37.44529763,127.13158472,37.43558378,127.16055062,0,0
220,55,37.38366699,127.1285553,37.38568497,126.95791626,0,0
221,70,37.44148235,127.1457259,37.41455547,127.1486447,0,0
222,71,37.39717102,127.11231232,37.41213989,127.1289444,0,0
223,74,37.43915775,127.13777709,37.45839716,127.15860113,0,0
224,66,37.3869576,127.12584951,37.35932972,127.12545723,0,0
225,71,37.43498611,127.13691711,37.44560242,127.15842438,0,0
226,62,37.366436,127.10793304,37.45098877,127.14115906,0,0
227,71,37.44046502,127.16263262,37.45481166,127.16591161,0,0
228,80,37.43996564,127.12857529,37.44244791,127.13600405,0,0
229,66,37.36505508,127.10723114,37.43339539,127.16420746,0,0
230,72,37.38557636,127.12509226,37.41513212,127.15486008,0,0
231,74,37.44024638,127.1442388,37.43616241,127.16071102,0,0
232,80,37.41139087,127.13828769,37.41436736,127.15022514,0,0
233,78,37.4307251,127.13677979,37.4479866,127.13340759,0,0
234,73,37.43318108,127.13093099,37.44580417,127.16155108,0,0
235,68,37.40208061,127.10106814,37.41634604,127.20425537,0,0
236,73,37.43324661,127.13091278,37.44034576,127.16255188,0,0
237,78,37.44703674,127.1374054,37.43328094,127.13109589,0,0
238,77,37.36103439,127.11328888,37.40399551,127.10895538,0,0
239,76,37.37011323,127.12305794,37.35765235,127.16642367,0,0
240,80,37.38691304,127.12589916,37.38469731,127.13957861,0,0
241,73,37.43120795,127.12908437,37.37121685,127.25135722,0,0
242,81,37.43031317,127.13684577,37.44355622,127.14065095,0,0
243,82,37.44019005,127.12933308,37.44153788,127.14156473,0,0
244,75,37.38721028,127.12556793,37.38894698,127.07145377,0,0
245,75,37.4353714,127.13961029,37.41251373,127.16003418,0,0
246,82,37.4409256,127.1439743,37.44873047,127.14125824,0,0
247,81,37.41127396,127.13835144,37.43064117,127.15142059,0,0
248,83,37.45521164,127.1605072,37.43759918,127.16447449,0,0
249,83,37.38396835,127.1238327,37.35135651,127.10686493,0,0
250,80,37.3395195,127.10910797,37.3884697,127.12294769,0,0
251,78,37.3758292,127.14164947,37.36433871,127.12737414,0,0
252,80,37.39780045,127.11104584,37.43926239,127.12801361,0,0
253,74,37.49555588,127.12095642,37.44690704,127.13700867,0,0
254,85,37.44557953,127.14492035,37.44038391,127.13005066,0,0
255,83,37.43316269,127.13062286,37.44034576,127.16259766,0,0
256,88,37.44337845,127.14273834,37.44836426,127.15518951,0,0
257,85,37.43213704,127.12923696,37.44611463,127.16453987,0,0
258,73,37.39705658,127.11233521,37.39632416,126.95140839,0,0
259,90,37.44365692,127.15403748,37.4408493,127.1439743,0,0
260,86,37.44220624,127.14331734,37.44533509,127.16213621,0,0
261,92,37.44048691,127.14591217,37.43718719,127.13831329,0,0
262,82,37.44293345,127.13575427,37.4051022,127.22460853,0,0
263,86,37.43326232,127.1313454,37.41689124,127.13102166,0,0
264,78,37.39618683,127.11157227,37.29000473,127.04532623,0,0
265,88,37.43216929,127.12922989,37.45420237,127.16554537,0,0
266,89,37.4132843,127.15057373,37.43135834,127.12937164,0,0
267,90,37.4431015,127.1391725,37.44824277,127.14155775,0,0
268,90,37.38987405,127.07565122,37.36530853,127.06775786,0,0
269,91,37.37023485,127.13808459,37.35933817,127.12542956,0,0
270,91,37.44234085,127.131073,37.43632126,127.14671326,0,0
271,93,37.38924789,127.12360382,37.42995453,127.12001038,0,0
272,95,37.44035339,127.14565277,37.44552231,127.16007233,0,0
273,94,37.35000992,127.11090088,37.33924103,127.11031342,0,0
274,90,37.44860268,127.13840627,37.4316727,127.13259273,0,0
275,93,37.41460844,127.14260957,37.43369527,127.13515784,0,0
276,92,37.36665769,127.10794366,37.37402991,127.112954,0,0
277,91,37.43142016,127.12933456,37.44111011,127.1599169,0,0
278,92,37.35098436,127.10900047,37.35856179,127.10011676,0,0
279,94,37.43383408,127.13124847,37.43823242,127.13507843,0,0
280,94,37.44525528,127.16170502,37.42956543,127.13645172,0,0
281,96,37.37772683,127.13357786,37.38629308,127.12412809,0,0
282,91,37.4143486,127.15020752,37.45186615,127.17035675,0,0
283,88,37.33946228,127.10913086,37.30190277,127.07772827,0,0
284,96,37.44027115,127.14570196,37.44014689,127.14593723,0,0
285,88,37.38688024,127.1249048,37.34075977,127.10891354,0,0
286,96,37.44301224,127.13907623,37.43958664,127.16387939,0,0
287,88,37.37088235,127.07053605,37.29682977,127.06834269,0,0
288,97,37.44013214,127.13213348,37.43371582,127.15974426,0,0
289,95,37.45848465,127.12671661,37.43330383,127.1309433,0,0
290,98,37.44359805,127.14078863,37.4343174,127.13669697,0,0
291,92,37.44250107,127.13728333,37.36755371,127.11582947,0,0
292,94,37.43215942,127.12922668,37.4446373,127.16962433,0,0
293,91,37.35136414,127.10974121,37.44177246,127.12902832,0,0
294,95,37.44102955,127.16323624,37.44193144,127.14010406,0,0
295,100,37.45049591,127.16057147,37.44072625,127.16815898,0,0
296,69,37.25122282,127.07155602,37.43909309,127.16112095,0,0
297,87,37.3960762,127.10855865,37.29436493,127.12701416,0,0
298,100,37.44337525,127.14005463,37.4447922,127.1597005,0,0
299,103,37.44218063,127.15073395,37.43219757,127.12922668,0,0
300,100,37.4335556,127.13225555,37.44862747,127.1615448,0,0
301,101,37.43137862,127.12906242,37.44208659,127.15880045,0,0
302,99,37.44100189,127.14386749,37.45107651,127.16686249,0,0
303,96,37.42999649,127.12029266,37.38954544,127.07404327,0,0
304,104,37.45714569,127.12702179,37.44541168,127.12966919,0,0
305,107,37.38640976,127.12552643,37.37735367,127.13300323,0,0
306,87,37.4330368,127.1309967,37.38118362,127.17603302,0,0
307,106,37.4305687,127.12919617,37.39452362,127.12813568,0,0
308,109,37.4331131,127.12911987,37.448246,127.12944794,0,0
309,103,37.43135412,127.12906557,37.40160773,127.11830599,0,0
310,109,37.44005203,127.1322403,37.43143082,127.13305664,0,0
311,92,37.45035554,127.17321671,37.50019197,127.12299906,0,0
312,107,37.44524037,127.16184926,37.45876574,127.15662346,0,0
313,106,37.3656142,127.10672027,37.35700765,127.12416733,0,0
314,98,37.27834648,127.04379065,37.38967981,127.07232794,0,0
315,105,37.46645438,127.13982235,37.45646416,127.16199743,0,0
316,111,37.35059918,127.10901291,37.35935076,127.12538706,0,0
317,108,37.38639069,127.12421417,37.4368515,127.14006805,0,0
318,104,37.43351364,127.13283539,37.4352684,127.22879791,0,0
319,81,37.5169265,127.03664509,37.38202665,127.12450251,0,0
320,112,37.40819931,127.14723969,37.41315079,127.12856293,0,0
321,112,37.3647297,127.10746319,37.35067523,127.10792743,0,0
322,108,37.43442154,127.14131927,37.39009476,127.11399841,0,0
323,108,37.38645935,127.12530518,37.4416008,127.14274597,0,0
324,102,37.41227722,127.12832642,37.47382736,127.14347839,0,0
325,115,37.33927536,127.10914612,37.35774231,127.12387848,0,0
326,110,37.36294344,127.11327657,37.44310987,127.15349376,0,0
327,100,37.44097978,127.14389082,37.36212431,127.16352364,0,0
328,112,37.41425385,127.13388293,37.41183101,127.09525487,0,0
329,115,37.43864381,127.16062916,37.45374466,127.14967575,0,0
330,112,37.43281555,127.13102722,37.41375351,127.14681244,0,0
331,115,37.43505455,127.13914532,37.44023889,127.14563744,0,0
332,103,37.43239235,127.12893183,37.492961,127.14250825,0,0
333,96,37.36629819,127.10808809,37.30501668,126.86612797,0,0
334,113,37.44044495,127.14645386,37.46049881,127.17034149,0,0
335,117,37.43215934,127.12923131,37.43901436,127.13811096,0,0
336,106,37.43209296,127.12924076,37.37358039,127.13464145,0,0
337,100,37.43319406,127.12800541,37.41968793,127.27654085,0,0
338,119,37.44346619,127.14065552,37.45280838,127.14492798,0,0
339,107,37.39674759,127.12169647,37.34825516,127.15712738,0,0
340,108,37.36508928,127.10746318,37.30732846,127.07958412,0,0
341,113,37.45329285,127.15939331,37.46507263,127.14112091,0,0
342,118,37.38682556,127.12358856,37.37128067,127.10159302,0,0
343,119,37.43385696,127.1346817,37.45954895,127.12677765,0,0
344,118,37.43250993,127.12918568,37.44245681,127.16593079,0,0
345,122,37.44190504,127.14345753,37.44568235,127.13288104,0,0
346,119,37.38632821,127.12551228,37.34040798,127.11769474,0,0
347,124,37.37096024,127.13907623,37.38405991,127.12393951,0,0
348,116,37.36514827,127.12611506,37.45865747,127.16116029,0,0
349,129,37.44255802,127.13595223,37.44228548,127.13113694,0,0
350,122,37.45487545,127.16154643,37.46254609,127.16925444,0,0
351,121,37.44393187,127.14190126,37.43869799,127.16529437,0,0
352,121,37.36624902,127.10808809,37.39376903,127.11138246,0,0
353,129,37.43666321,127.15846433,37.4440361,127.15957436,0,0
354,122,37.41236877,127.12909698,37.36000061,127.12202454,0,0
355,124,37.39383698,127.1112442,37.36936188,127.11271667,0,0
356,123,37.44117737,127.14377594,37.47375107,127.13595581,0,0
357,98,37.43238831,127.12950134,37.61355591,126.83472443,0,0
358,98,37.35891214,127.12252165,37.39902645,126.91893083,0,0
359,131,37.43997817,127.1286154,37.44293406,127.13861875,0,0
360,113,37.44137573,127.13336945,37.47665405,127.04366302,0,0
361,130,37.34135437,127.10730743,37.35016632,127.1060791,0,0
362,126,37.44396949,127.14202695,37.44621759,127.15960404,0,0
363,124,37.43940393,127.1613195,37.43264754,127.22292237,0,0
364,129,37.43218285,127.12922796,37.44171116,127.15632874,0,0
365,123,37.46707153,127.13012695,37.51400757,127.07868958,0,0
366,127,37.45886612,127.16481781,37.44271469,127.14311218,0,0
367,131,37.39337158,127.11282349,37.37612534,127.11952209,0,0
368,130,37.38968658,127.08982086,37.39195251,127.05304718,0,0
369,127,37.35005078,127.10607156,37.38404274,127.12410619,0,0
370,138,37.44127655,127.13586426,37.4420166,127.13578033,0,0
371,119,37.44398499,127.14221191,37.39532089,127.29540253,0,0
372,124,37.43301773,127.12989044,37.31951523,127.09577942,0,0
373,133,37.36485672,127.10800934,37.37039185,127.09394073,0,0
374,134,37.37002182,127.11481476,37.3623848,127.1230011,0,0
375,124,37.43125925,127.12907777,37.34687067,127.33864316,0,0
376,135,37.38098526,127.11762238,37.39744186,127.1339798,0,0
377,128,37.3946765,127.11308351,37.44306259,127.1307803,0,0
378,131,37.44162627,127.16401243,37.44143204,127.1364652,0,0
379,121,37.49412281,127.11968644,37.35487744,127.11845209,0,0
380,125,37.38639069,127.12552643,37.38760757,126.98220062,0,0
381,137,37.44143968,127.13357848,37.44814924,127.14532219,0,0
382,125,37.39718545,127.11226509,37.34926238,127.21059766,0,0
383,122,37.44253922,127.13719177,37.3309021,127.10027313,0,0
384,131,37.44074409,127.13184565,37.41183067,127.16288431,0,0
385,132,37.38855362,127.12417603,37.34407425,127.17971039,0,0
386,128,37.43319077,127.13097825,37.42688571,127.14751508,0,0
387,138,37.43324752,127.13126944,37.43974847,127.13617443,0,0
388,139,37.411129,127.13389587,37.43318176,127.13076782,0,0
389,123,37.40212326,127.10119942,37.50044374,127.1052647,0,0
390,131,37.41060427,127.25730776,37.43160268,127.13049198,0,0
391,142,37.4323181,127.12920878,37.44162869,127.13143892,0,0
392,143,37.43864006,127.16062505,37.45167843,127.16545672,0,0
393,123,37.43544388,127.13983917,37.50585556,127.10192871,0,0
394,138,37.43242969,127.20969562,37.44334152,127.14276901,0,0
395,134,37.45386294,127.16086596,37.43578771,127.13416223,0,0
396,139,37.44584656,127.13444519,37.39785004,127.11071014,0,0
397,142,37.43300436,127.13301643,37.45503896,127.16499191,0,0
398,133,37.43182091,127.12900492,37.37059718,127.14646723,0,0
399,141,37.39487076,127.11302185,37.41283798,127.14207458,0,0
400,135,37.43299103,127.13024139,37.40867996,127.25951385,0,0
401,142,37.39078723,127.11683445,37.40878698,127.0968752,0,0
402,140,37.39371872,127.11180878,37.43603134,127.14027405,0,0
403,137,37.49477077,127.11670635,37.43642809,127.13386074,0,0
404,143,37.35061609,127.11027555,37.33230121,127.11871265,0,0
405,142,37.44183731,127.13510895,37.45124817,127.15817261,0,0
406,148,37.44254197,127.13729393,37.43969529,127.13233856,0,0
407,144,37.33983994,127.10913849,37.38367844,127.12134552,0,0
408,147,37.44229911,127.13646858,37.45081563,127.14657363,0,0
409,116,37.39718352,127.11240562,37.3699526,126.65601085,0,0
410,127,37.40565872,127.08594513,37.48033905,126.94755554,0,0
411,132,37.47286606,127.14085388,37.58781815,127.13465881,0,0
412,141,37.35463227,127.1104429,37.43032586,127.13452997,0,0
413,128,37.44575119,127.14495087,37.27220154,127.05142975,0,0
414,147,37.43227043,127.12921549,37.44434802,127.16967404,0,0
415,145,37.4328877,127.13211135,37.45071701,127.17308115,0,0
416,148,37.41236496,127.12908936,37.42710876,127.15083313,0,0
417,130,37.51396561,127.03787994,37.35021973,127.10592651,0,0
418,149,37.43213445,127.1300081,37.41276414,127.13283144,0,0
419,149,37.3766098,127.11216736,37.36792374,127.14406586,0,0
420,155,37.4113884,127.12760162,37.40297318,127.12111664,0,0
421,149,37.44023399,127.1320844,37.43658926,127.16470214,0,0
422,153,37.44079937,127.13182062,37.45151495,127.14033121,0,0
423,153,37.4337883,127.13376617,37.44474411,127.1568985,0,0
424,154,37.4021759,127.11161804,37.39068222,127.10929871,0,0
425,152,37.44099081,127.16319482,37.44145616,127.13645417,0,0
426,157,37.44257355,127.14318848,37.44896698,127.14022064,0,0
427,150,37.38688192,127.12593384,37.37664009,127.13753729,0,0
428,155,37.35895157,127.10800171,37.34484482,127.11603546,0,0
429,138,37.36663055,127.10692596,37.41474533,127.24838257,0,0
430,153,37.35087542,127.10900399,37.3738364,127.13619773,0,0
431,149,37.50087785,127.10667575,37.40677688,127.13543536,0,0
432,156,37.47012329,127.12686157,37.44091415,127.14700317,0,0
433,147,37.38650407,127.12531686,37.44135312,127.12754452,0,0
434,156,37.39480209,127.11691284,37.36629105,127.14217377,0,0
